table_id,node,namespace,pod,container,cmdline,stack_trace_id,stack_trace,count,count_x,scaling_factor,percent
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,14366,llseek;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __x64_sys_lseek;[k] __fdget_pos,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,14872,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*conn).readRequest;net/http.readRequest;net/textproto.(*Reader).ReadMIMEHeader;net/textproto.(*Reader).readContinuedLineSlice,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,13792,0x00007ffd5a8beff0;0x00007f06ac2d16e0;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.usleep.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_nanosleep;[k] do_nanosleep;[k] schedule;[k] __sched_text_start;[k] finish_task_switch;[k] _raw_spin_unlock_irq,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,13890,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;bufio.(*Writer).Flush;net/http.checkConnErrorWriter.Write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] sock_write_iter;[k] tcp_sendmsg;[k] tcp_sendmsg_locked;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __dev_queue_xmit;[k] dev_hard_start_xmit;[k] veth_xmit;[k] __dev_forward_skb;[k] eth_type_trans,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,olm,olm/olm-operator-6d88f56b99-2bpkr,olm-operator,/bin/olm --namespace olm --writeStatusName ,2763,0x00007fff044319d0;0x00007fff04431960;runtime.clone;runtime.mstart;runtime.mstart1;runtime.sysmon;runtime.usleep;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_nanosleep;[k] do_nanosleep;[k] schedule;[k] __sched_text_start;[k] finish_task_switch;[k] _raw_spin_unlock_irq,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,15196,"0x41d589495541f689;__libc_start_main;node::Start(int, char**);node::NodeMainInstance::Run(node::EnvSerializeInfo const*);node::SpinEventLoop(node::Environment*);uv_run;uv__run_timers;node::Environment::RunTimers(uv_timer_s*);node::InternalCallbackScope::~InternalCallbackScope();node::InternalCallbackScope::Close();v8::internal::MicrotaskQueue::PerformCheckpoint(v8::Isolate*);v8::internal::MicrotaskQueue::RunMicrotasks(v8::internal::Isolate*) [clone .part.50];v8::internal::Execution::TryRunMicrotasks(v8::internal::Isolate*, v8::internal::MicrotaskQueue*, v8::internal::MaybeHandle<v8::internal::Object>*);v8::internal::(anonymous namespace)::InvokeWithTryCatch(v8::internal::Isolate*, v8::internal::(anonymous namespace)::InvokeParams const&) [clone .constprop.58];v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, v8::internal::(anonymous namespace)::InvokeParams const&);Builtins_JSRunMicrotasksEntry;Builtins_RunMicrotasks;Builtins_PromiseFulfillReactionJob;Builtins_AsyncFunctionAwaitResolveClosure;0x00007ff9de935528;0x00007ff9de96b6ab;0x00007ff9de9280a5;0x00007ff9de8d3058;0x00007ff9de977a76;Builtins_KeyedLoadIC_Megamorphic;unsigned long v8::internal::StringTable::Data::TryStringToIndexOrLookupExisting<unsigned char>(v8::internal::Isolate*, v8::internal::String, v8::internal::String, unsigned long)",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/metrics-server-v0.5.2-866bc7fbf8-msdsm,metrics-server-nanny,/pod_nanny --config-dir=/etc/config --cpu=40m --extra-cpu=0.5m --memory=35Mi --extra-memory=4Mi --threshold=5 --deployment=metrics-server-v0.5.2 --container=metrics-server --poll-period=30000 --estimator=exponential --scale-down-delay=24h --minClusterSize=5 --use-metrics=true,15199,runtime.goexit;runtime.systemstack;runtime.bgscavenge.func2;runtime.(*pageAlloc).scavenge;runtime.(*pageAlloc).scavengeOne;runtime.(*pageAlloc).scavengeRangeLocked;runtime.madvise;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __x64_sys_madvise;[k] do_madvise;[k] zap_page_range;[k] unmap_page_range;[k] add_mm_rss_vec;[k] add_mm_counter,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,14488,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;bufio.(*Writer).Flush;net/http.checkConnErrorWriter.Write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] security_file_permission;[k] bpf_lsm_file_permission,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit-gke,/fluent-bit-gke-exporter --kubernetes-separator=_ --stackdriver-resource-model=k8s --enable-pod-label-discovery --pod-label-dot-replacement=_ --split-stdout-stderr --stackdriver-timeout=60s --max-inactivity-duration=600s --logtostderr,14440,runtime.goexit.abi0;runtime.bgscavenge;runtime.scavengeSleep;runtime.mcall;runtime.park_m;runtime.schedule;runtime.resetspinning;runtime.wakep;runtime.startm;runtime.notewakeup;runtime.futex.abi0,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/kube-dns-b99c7865d-nmd4z,sidecar,"/sidecar --v=2 --logtostderr --probe=kubedns,127.0.0.1:10053,kubernetes.default.svc.cluster.local,5,SRV --probe=dnsmasq,127.0.0.1:53,kubernetes.default.svc.cluster.local,5,SRV",13772,runtime.goexit.abi0;runtime.main;main.main;k8s.io/dns/pkg/sidecar.(*server).Run;k8s.io/dns/pkg/sidecar.(*server).runMetrics;k8s.io/dns/pkg/dnsmasq.(*metricsClient).GetMetrics;k8s.io/dns/pkg/dnsmasq.(*metricsClient).getSingleMetric;github.com/miekg/dns.(*Client).Exchange;github.com/miekg/dns.(*Client).ExchangeWithConn;github.com/miekg/dns.(*Client).exchange,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/metrics-server-v0.5.2-866bc7fbf8-msdsm,metrics-server,"/metrics-server --metric-resolution=30s --kubelet-port=10255 --deprecated-kubelet-completely-insecure=true --kubelet-preferred-address-types=InternalIP,Hostname,InternalDNS,ExternalDNS,ExternalIP --cert-dir=/tmp --secure-port=10250",12078,runtime.goexit;k8s.io/client-go/util/workqueue.(*Type).updateUnfinishedWorkLoop;runtime.chanrecv2;runtime.chanrecv;runtime.mcall;runtime.park_m;runtime.schedule;runtime.findrunnable;runtime.epollwait;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __x64_sys_epoll_pwait;[k] do_epoll_wait;[k] schedule_hrtimeout_range_clock;[k] schedule;[k] __sched_text_start;[k] finish_task_switch;[k] _raw_spin_unlock_irq,2,109547,4,0.0073028
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,15346,runtime.goexit.abi0;runtime.mcall;runtime.goexit0;runtime.gfput;runtime.stackfree,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/gke-metrics-agent-l6dbq,gke-metrics-agent,/otelsvc --config=/conf/gke-metrics-agent-config.yaml --metrics-prefix= --log-profile=prod --log-format=json --metrics-addr=localhost:8200,15126,runtime.goexit;github.com/prometheus/prometheus/scrape.(*scrapeLoop).run;github.com/prometheus/prometheus/scrape.(*scrapeLoop).scrapeAndReport;github.com/prometheus/prometheus/scrape.(*scrapeLoop).append;github.com/prometheus/prometheus/scrape.(*timeLimitAppender).Append;github.com/open-telemetry/opentelemetry-collector-contrib/receiver/prometheusreceiver/internal.(*transaction).Append;github.com/open-telemetry/opentelemetry-collector-contrib/receiver/prometheusreceiver/internal.(*metricBuilder).AddDataPoint;runtime.mapassign_faststr;runtime.hashGrow;runtime.makeBucketArray;runtime.newarray;runtime.mallocgc;runtime.heapBitsSetType,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/metrics-server-v0.5.2-866bc7fbf8-msdsm,metrics-server-nanny,/pod_nanny --config-dir=/etc/config --cpu=40m --extra-cpu=0.5m --memory=35Mi --extra-memory=4Mi --threshold=5 --deployment=metrics-server-v0.5.2 --container=metrics-server --poll-period=30000 --estimator=exponential --scale-down-delay=24h --minClusterSize=5 --use-metrics=true,13763,runtime.goexit;runtime.main;main.main;k8s.io/autoscaler/addon-resizer/nanny.PollAPIServer;k8s.io/autoscaler/addon-resizer/nanny.updateResources;k8s.io/autoscaler/addon-resizer/nanny.(*kubernetesClient).CountNodes;k8s.io/autoscaler/addon-resizer/nanny.(*kubernetesClient).countNodesThroughMetrics;k8s.io/autoscaler/addon-resizer/nanny.getNodeCountFromDecoder;github.com/prometheus/common/expfmt.(*textDecoder).Decode;github.com/prometheus/common/expfmt.(*TextParser).TextToMetricFamilies;github.com/prometheus/common/expfmt.(*TextParser).readingValue-fm;github.com/prometheus/common/expfmt.(*TextParser).readingValue;runtime.mapassign_fast64;runtime.hashGrow;runtime.makeBucketArray;runtime.newarray;runtime.mallocgc;runtime.(*mcache).allocLarge;runtime.systemstack;runtime.(*mheap).alloc.func1;runtime.(*mheap).reclaim;runtime.(*mheap).reclaimChunk;runtime.(*mspan).sweep;runtime.newMarkBits,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit,/fluent-bit/bin/fluent-bit -c /fluent-bit/etc/fluent-bit.conf,14055,start_thread;flb_lib_worker;flb_engine_start;flb_input_collector_fd;in_systemd_collect;flb_systemd_db_set_cursor;sqlite3_step;sqlite3Step;sqlite3VdbeExec;sqlite3BtreeBeginTrans;lockBtree;sqlite3PagerSharedLock;pager_wait_on_lock;pagerLockDb;sqlite3OsLock;unixLock;[m] /lib/x86_64-linux-gnu/libc-2.28.so + 0x000eef40;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_fcntl;[k] do_fcntl;[k] fcntl_setlk;[k] kmem_cache_alloc;[k] memset_erms,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,14394,0x000000000000ffd1;0x0000000005ca8580;0x00007ff9ed82d420;__read;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] syscall_enter_from_user_mode,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/pl-nats-0,pl-nats,nats-server --config /etc/nats-config/nats.conf,14106,runtime.goexit.abi0;github.com/nats-io/nats-server/v2/server/pse.periodic;os.ReadFile;os.OpenFile;os.openFileNolog;syscall.openat;runtime.makeslicecopy;runtime.mallocgc,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-pem-sw42s,pem,/app/src/vizier/services/agent/pem/pem,14163,0x31323031322f636f;open64;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __x64_sys_openat;[k] do_sys_openat2;[k] do_filp_open;[k] path_openat;[k] link_path_walk,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit-gke,/fluent-bit-gke-exporter --kubernetes-separator=_ --stackdriver-resource-model=k8s --enable-pod-label-discovery --pod-label-dot-replacement=_ --split-stdout-stderr --stackdriver-timeout=60s --max-inactivity-duration=600s --logtostderr,13118,runtime.goexit.abi0;main.(*Server).Run.func2;gke-logmon/fluent-bit/sinks/stackdriver.(*Sink).LogAndFlush;gke-logmon/fluent-bit/sinks/stackdriver.(*Sink).retrieveLogger;gke-logmon/fluent-bit/sinks/stackdriver.(*Sink).labelsFromLogName;gke-logmon/fluent-bit/kubernetes.(*PodCollector).Get;gke-logmon/fluent-bit/kubernetes/cache.(*PodLabelCache).Get;gke-logmon/fluent-bit/kubernetes/cache.(*PodLabelCache).refreshInternal;gke-logmon/fluent-bit/kubernetes.(*PodCollector).extractMetadata-fm;gke-logmon/fluent-bit/kubernetes.(*PodCollector).extractMetadata;gke-logmon/fluent-bit/kubernetes.(*PodCollector).scrapePodAPI;encoding/json.Unmarshal;encoding/json.checkValid,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-query-broker-58d758cc6f-cgcmz,app,/app/src/vizier/services/query_broker/query_broker,14413,0x00007f40d2d60cd8;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.usleep.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/kube-dns-b99c7865d-nmd4z,sidecar,"/sidecar --v=2 --logtostderr --probe=kubedns,127.0.0.1:10053,kubernetes.default.svc.cluster.local,5,SRV --probe=dnsmasq,127.0.0.1:53,kubernetes.default.svc.cluster.local,5,SRV",15297,runtime.goexit.abi0;k8s.io/dns/pkg/sidecar.(*dnsProbe).Start.dwrap.1;k8s.io/dns/pkg/sidecar.(*dnsProbe).loop;k8s.io/dns/pkg/sidecar.(*defaultLoopDelayer).Sleep;time.Sleep;runtime.mcall;runtime.park_m;runtime.schedule;runtime.findrunnable;runtime.epollwait.abi0,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,15449,"0x41d589495541f689;__libc_start_main;node::Start(int, char**);node::NodeMainInstance::Run(node::EnvSerializeInfo const*);node::SpinEventLoop(node::Environment*);uv_run;uv__io_poll;uv__stream_io;uv__read;node::LibuvStreamWrap::OnUvRead(long, uv_buf_t const*);node::EmitToJSStreamListener::OnStreamRead(long, uv_buf_t const&);node::StreamBase::CallJSOnreadMethod(long, v8::Local<v8::ArrayBuffer>, unsigned long, node::StreamBase::StreamBaseJSChecks) [clone .constprop.131];node::AsyncWrap::MakeCallback(v8::Local<v8::Function>, int, v8::Local<v8::Value>*);node::InternalMakeCallback(node::Environment*, v8::Local<v8::Object>, v8::Local<v8::Object>, v8::Local<v8::Function>, int, v8::Local<v8::Value>*, node::async_context);node::InternalCallbackScope::Close();v8::Function::Call(v8::Local<v8::Context>, v8::Local<v8::Value>, int, v8::Local<v8::Value>*);v8::internal::Execution::Call(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*);v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, v8::internal::(anonymous namespace)::InvokeParams const&);Builtins_JSEntry;Builtins_JSEntryTrampoline;0x00007ff9de8f1ac6;0x00007ff9de94847d;0x00007ff9de8f65e5;0x00007ff9de968238;Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit;v8::internal::Runtime_DefineDataPropertyInLiteral(int, unsigned long*, v8::internal::Isolate*);v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::Maybe<v8::internal::ShouldThrow>, v8::internal::StoreOrigin);v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>, bool);v8::internal::JSObject::WriteToField(v8::internal::InternalIndex, v8::internal::PropertyDetails, v8::internal::Object)",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-pem-sw42s,pem,/app/src/vizier/services/agent/pem/pem,13899,"std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (px::stirling::StirlingImpl::*)(), px::stirling::StirlingImpl*> > >::~_State_impl();0x00000000079bcd00;execute_native_thread_routine;px::stirling::StirlingImpl::RunCore();px::stirling::proc_exit_tracer::ProcExitConnector::TransferDataImpl(px::stirling::ConnectorContext*);px::stirling::bpf_tools::BCCWrapper::PollPerfBuffers(int);std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long)",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,14167,__recvfrom,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/metrics-server-v0.5.2-866bc7fbf8-msdsm,metrics-server-nanny,/pod_nanny --config-dir=/etc/config --cpu=40m --extra-cpu=0.5m --memory=35Mi --extra-memory=4Mi --threshold=5 --deployment=metrics-server-v0.5.2 --container=metrics-server --poll-period=30000 --estimator=exponential --scale-down-delay=24h --minClusterSize=5 --use-metrics=true,14948,runtime.goexit;runtime.main;main.main;k8s.io/autoscaler/addon-resizer/nanny.PollAPIServer;k8s.io/autoscaler/addon-resizer/nanny.updateResources;k8s.io/autoscaler/addon-resizer/nanny.(*kubernetesClient).CountNodes;k8s.io/autoscaler/addon-resizer/nanny.(*kubernetesClient).countNodesThroughMetrics;k8s.io/autoscaler/addon-resizer/nanny.getNodeCountFromDecoder;github.com/prometheus/common/expfmt.(*textDecoder).Decode;github.com/prometheus/common/expfmt.(*TextParser).TextToMetricFamilies;github.com/prometheus/common/expfmt.(*TextParser).readingMetricName-fm;github.com/prometheus/common/expfmt.(*TextParser).readingMetricName;github.com/prometheus/common/expfmt.(*TextParser).setOrCreateCurrentMF;aeshashbody,3,109547,4,0.0109542
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,15532,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] dput;[k] dentry_kill;[k] __dentry_kill;[k] evict;[k] __destroy_inode;[k] fsnotify_destroy_marks;[k] fsnotify_grab_connector;[k] __srcu_read_lock,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,15056,runtime.goexit.abi0;net/http.(*connReader).startBackgroundRead.func2;net/http.(*connReader).backgroundRead;runtime.assertI2I2;runtime.(*itabTableType).find,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/kube-dns-b99c7865d-nmd4z,kubedns,/kube-dns --domain=cluster.local. --dns-port=10053 --config-dir=/kube-dns-config --v=2,15102,runtime.goexit.abi0;k8s.io/dns/pkg/dns/config.(*kubeFileSyncSource).Periodic.func1;k8s.io/dns/pkg/dns/config.(*kubeFileSyncSource).load;path/filepath.Walk;path/filepath.walk;path/filepath.readDirNames;os.(*File).Readdirnames;os.(*File).readdir;internal/poll.(*FD).ReadDirent;syscall.Syscall.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_getdents64;[k] iterate_dir;[k] ext4_readdir;[k] ext4_htree_fill_tree;[k] htree_dirblock_to_tree;[k] __ext4_read_dirblock;[k] ext4_bread;[k] ext4_getblk;[k] __getblk_gfp;[k] __find_get_block;[k] pagecache_get_page;[k] find_get_entry;[k] xas_load,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,14603,"0x41d589495541f689;__libc_start_main;node::Start(int, char**);node::NodeMainInstance::Run(node::EnvSerializeInfo const*);node::SpinEventLoop(node::Environment*);uv_run;uv__io_poll;shutdown;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_shutdown;[k] inet_shutdown;[k] tcp_send_fin;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_irq_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] __netif_receive_skb_one_core;[k] ip_rcv;[k] ip_local_deliver;[k] ip_protocol_deliver_rcu;[k] tcp_v4_rcv;[k] tcp_v4_do_rcv;[k] tcp_rcv_state_process;[k] sk_reset_timer;[k] __mod_timer;[k] _raw_spin_unlock_irqrestore",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,13742,start_thread;worker;uv__getaddrinfo_work;getaddrinfo;__close_nocancel;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] sock_close;[k] netlink_release;[k] blocking_notifier_call_chain;[k] nfqnl_rcv_nl_event,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,olm,olm/olm-operator-6d88f56b99-2bpkr,olm-operator,/bin/olm --namespace olm --writeStatusName ,15073,runtime.goexit;k8s.io/apimachinery/pkg/util/wait.(*Group).Start.func1;k8s.io/client-go/tools/cache.(*processorListener).run-fm;k8s.io/client-go/tools/cache.(*processorListener).run;k8s.io/apimachinery/pkg/util/wait.JitterUntil;k8s.io/apimachinery/pkg/util/wait.BackoffUntil;k8s.io/apimachinery/pkg/util/wait.BackoffUntil.func1;k8s.io/client-go/tools/cache.(*processorListener).run.func1;runtime.chanrecv2;runtime.chanrecv;runtime.mcall;runtime.park_m;runtime.schedule;runtime.resetspinning;runtime.wakep;runtime.startm;runtime.notewakeup;runtime.futex;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_futex;[k] do_futex;[k] wake_up_q;[k] try_to_wake_up;[k] _raw_spin_unlock_irqrestore,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,olm,olm/olm-operator-6d88f56b99-2bpkr,olm-operator,/bin/olm --namespace olm --writeStatusName ,15157,runtime.goexit;runtime.bgscavenge;runtime.scavengeSleep;runtime.mcall;runtime.park_m;runtime.schedule;runtime.findrunnable;runtime.checkTimers;runtime.runtimer;runtime.runOneTimer;runtime.bgscavenge.func1;runtime.wakeScavenger;runtime.injectglist;runtime.startm;runtime.notewakeup;runtime.futex,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,13697,"0x41d589495541f689;__libc_start_main;node::Start(int, char**);node::NodeMainInstance::Run(node::EnvSerializeInfo const*);node::SpinEventLoop(node::Environment*);uv_run;uv__io_poll;uv__stream_io;uv__read;node::LibuvStreamWrap::OnUvRead(long, uv_buf_t const*);node::EmitToJSStreamListener::OnStreamRead(long, uv_buf_t const&);node::StreamBase::CallJSOnreadMethod(long, v8::Local<v8::ArrayBuffer>, unsigned long, node::StreamBase::StreamBaseJSChecks) [clone .constprop.131];node::AsyncWrap::MakeCallback(v8::Local<v8::Function>, int, v8::Local<v8::Value>*);node::InternalMakeCallback(node::Environment*, v8::Local<v8::Object>, v8::Local<v8::Object>, v8::Local<v8::Function>, int, v8::Local<v8::Value>*, node::async_context);node::InternalCallbackScope::Close();v8::Function::Call(v8::Local<v8::Context>, v8::Local<v8::Value>, int, v8::Local<v8::Value>*);v8::internal::Execution::Call(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*);v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, v8::internal::(anonymous namespace)::InvokeParams const&);Builtins_JSEntry;Builtins_JSEntryTrampoline;0x00007ff9de8f1ccf;Builtins_CallApiCallback;v8::internal::MicrotaskQueue::PerformCheckpoint(v8::Isolate*);v8::internal::MicrotaskQueue::RunMicrotasks(v8::internal::Isolate*) [clone .part.50];v8::internal::Execution::TryRunMicrotasks(v8::internal::Isolate*, v8::internal::MicrotaskQueue*, v8::internal::MaybeHandle<v8::internal::Object>*);v8::internal::(anonymous namespace)::InvokeWithTryCatch(v8::internal::Isolate*, v8::internal::(anonymous namespace)::InvokeParams const&) [clone .constprop.58];v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, v8::internal::(anonymous namespace)::InvokeParams const&);Builtins_JSRunMicrotasksEntry;Builtins_RunMicrotasks;Builtins_PromiseFulfillReactionJob;Builtins_AsyncFunctionAwaitResolveClosure;0x00007ff9de935869;0x00007ff9de97da4a;Builtins_CallApiCallback;v8::Isolate::GetCurrentContext()",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-cloud-connector-76b5f8b9c5-flrzh,app,/app/src/vizier/services/cloud_connector/cloud_connector_server,14370,runtime.goexit.abi0;px.dev/pixie/src/vizier/services/cloud_connector/bridge.NewK8sVizierInfo.func1;px.dev/pixie/src/vizier/services/cloud_connector/bridge.(*K8sVizierInfo).UpdateK8sState;px.dev/pixie/src/vizier/services/cloud_connector/bridge.(*K8sVizierInfo).getControlPlanePodStatuses;px.dev/pixie/src/vizier/services/cloud_connector/bridge.(*K8sVizierInfo).getPodStatuses;local.k8s.io/client-go/kubernetes/typed/core/v1.(*events).List;k8s.io/client-go/rest.Result.Into;local.k8s.io/apimachinery/pkg/runtime.(*WithoutVersionDecoder).Decode;local.k8s.io/apimachinery/pkg/runtime.WithoutVersionDecoder.Decode;local.k8s.io/apimachinery/pkg/runtime/serializer/json.(*Serializer).Decode;k8s.io/apimachinery/pkg/runtime/serializer/json.(*Serializer).unmarshal;sigs.k8s.io/json/internal/golang/encoding/json.Unmarshal;local.sigs.k8s.io/json/internal/golang/encoding/json.stateNul,1,109547,4,0.0036514
