table_id,node,namespace,pod,container,cmdline,stack_trace_id,stack_trace,count,count_x,scaling_factor,percent
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/metrics-server-v0.5.2-866bc7fbf8-msdsm,metrics-server,"/metrics-server --metric-resolution=30s --kubelet-port=10255 --deprecated-kubelet-completely-insecure=true --kubelet-preferred-address-types=InternalIP,Hostname,InternalDNS,ExternalDNS,ExternalIP --cert-dir=/tmp --secure-port=10250",13664,runtime.goexit;k8s.io/apimachinery/pkg/util/wait.Until;k8s.io/apimachinery/pkg/util/wait.JitterUntil;k8s.io/apimachinery/pkg/util/wait.BackoffUntil;runtime.selectgo;runtime.mcall;runtime.park_m;runtime.schedule;runtime.resetspinning;runtime.wakep;runtime.startm,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-query-broker-58d758cc6f-cgcmz,app,/app/src/vizier/services/query_broker/query_broker,14326,0x00007f40d2d60cd8;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.notetsleep;runtime.notetsleep_internal,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-query-broker-58d758cc6f-cgcmz,app,/app/src/vizier/services/query_broker/query_broker,14059,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.http2ConfigureServer.func1;net/http.(*http2Server).ServeConn;net/http.(*http2serverConn).serve;runtime.selectgo;runtime.mcall;runtime.park_m;runtime.schedule;runtime.resetspinning;runtime.wakep;runtime.startm;runtime.notewakeup;runtime.futex.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_futex;[k] do_futex;[k] wake_up_q;[k] try_to_wake_up;[k] _raw_spin_unlock_irqrestore,2,109547,4,0.0073028
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-pem-sw42s,pem,/app/src/vizier/services/agent/pem/pem,14539,"std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (px::stirling::StirlingImpl::*)(), px::stirling::StirlingImpl*> > >::~_State_impl();0x00000000079bcd00;execute_native_thread_routine;px::stirling::StirlingImpl::RunCore();px::stirling::PerfProfileConnector::TransferDataImpl(px::stirling::ConnectorContext*);px::stirling::PerfProfileConnector::ProcessBPFStackTraces(px::stirling::ConnectorContext*, px::stirling::DataTable*);px::stirling::PerfProfileConnector::CreateRecords(ebpf::BPFStackTable*, px::stirling::ConnectorContext*, px::stirling::DataTable*);px::stirling::PerfProfileConnector::AggregateStackTraces(px::stirling::ConnectorContext*, ebpf::BPFStackTable*);px::stirling::Stringifier::FoldedStackTraceString[abi:cxx11](stack_trace_key_t const&);decltype (((*(std::declval<px::stirling::Stringifier*&>())).*(std::declval<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (px::stirling::Stringifier::*&)(int, std::function<std::basic_string_view<char, std::char_traits<char> > (unsigned long)>, std::basic_string_view<char, std::char_traits<char> > const&)>()))(std::declval<int&>(), std::declval<std::function<std::basic_string_view<char, std::char_traits<char> > (unsigned long)>&>(), std::declval<std::basic_string_view<char, std::char_traits<char> >&>())) absl::lts_20211102::base_internal::MemFunAndPtr::Invoke<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (px::stirling::Stringifier::*&)(int, std::function<std::basic_string_view<char, std::char_traits<char> > (unsigned long)>, std::basic_string_view<char, std::char_traits<char> > const&), px::stirling::Stringifier*&, int&, std::function<std::basic_string_view<char, std::char_traits<char> > (unsigned long)>&, std::basic_string_view<char, std::char_traits<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (px::stirling::Stringifier::*&)(int, std::function<std::basic_string_view<char, std::char_traits<char> > (unsigned long)>, std::basic_string_view<char, std::char_traits<char> > const&), px::stirling::Stringifier*&, int&, std::function<std::basic_string_view<char, std::char_traits<char> > (unsigned long)>&, std::basic_string_view<char, std::char_traits<char> >&);px::stirling::Stringifier::FindOrBuildStackTraceString[abi:cxx11](int, std::function<std::basic_string_view<char, std::char_traits<char> > (unsigned long)>, std::basic_string_view<char, std::char_traits<char> > const&);ebpf::BPFStackTable::get_stack_addr(int, bool);syscall",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit,/fluent-bit/bin/fluent-bit -c /fluent-bit/etc/fluent-bit.conf,15295,0x343a31302038302f;__libc_write;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] ext4_file_write_iter;[k] ext4_buffered_write_iter;[k] file_update_time;[k] inode_update_time;[k] __mark_inode_dirty;[k] __ext4_journal_stop;[k] jbd2_journal_stop;[k] kmem_cache_free;[k] cache_from_obj,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-pem-sw42s,pem,/app/src/vizier/services/agent/pem/pem,15618,__madvise;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __x64_sys_madvise;[k] do_madvise;[k] zap_page_range;[k] tlb_finish_mmu,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit,/fluent-bit/bin/fluent-bit -c /fluent-bit/etc/fluent-bit.conf,14010,start_thread;flb_lib_worker;flb_engine_start;flb_input_collector_fd;tail_fs_event;in_tail_collect_event;flb_tail_file_chunk;process_content;flb_input_chunk_append_raw;flb_filter_do;cb_parser_filter;flb_msgpack_expand_map;msgpack_pack_object;msgpack_pack_str;[m] /lib/x86_64-linux-gnu/libc-2.28.so + 0x0015c168,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/kube-dns-b99c7865d-nmd4z,kubedns,/kube-dns --domain=cluster.local. --dns-port=10053 --config-dir=/kube-dns-config --v=2,11532,runtime.goexit.abi0;runtime.systemstack.abi0;runtime.gcBgMarkWorker.func2;runtime.gcDrain;runtime.scanobject;runtime.greyobject,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,7213,connect;[k] kretprobe_trampoline;[k] __x64_sys_connect;[k] __sys_connect;[k] inet_stream_connect;[k] __inet_stream_connect;[k] tcp_v4_connect;[k] tcp_connect;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2,3,109547,4,0.0109542
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,olm,olm/catalog-operator-8dc86744b-m6htm,catalog-operator,/bin/catalog -namespace olm -configmapServerImage=quay.io/operator-framework/configmap-operator-registry:latest -util-image quay.io/operator-framework/olm@sha256:b706ee6583c4c3cf8059d44234c8a4505804adcc742bcddb3d1e2f6eff3d6519,14885,runtime.goexit;k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive;k8s.io/client-go/rest/watch.(*Decoder).Decode;k8s.io/apimachinery/pkg/runtime/serializer/streaming.(*decoder).Decode;k8s.io/apimachinery/pkg/runtime/serializer/json.(*Serializer).Decode;k8s.io/apimachinery/pkg/runtime/serializer/json.(*SimpleMetaFactory).Interpret;k8s.io/apimachinery/pkg/runtime/serializer/json.SimpleMetaFactory.Interpret;encoding/json.Unmarshal;encoding/json.checkValid,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-pem-sw42s,pem,/app/src/vizier/services/agent/pem/pem,15620,"std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (px::stirling::StirlingImpl::*)(), px::stirling::StirlingImpl*> > >::~_State_impl();0x00000000079bcd00;execute_native_thread_routine;px::stirling::StirlingImpl::RunCore();px::stirling::SocketTraceConnector::TransferDataImpl(px::stirling::ConnectorContext*);px::stirling::SocketTraceConnector::UpdateCommonState(px::stirling::ConnectorContext*);px::stirling::bpf_tools::BCCWrapper::PollPerfBuffers(int);px::stirling::bpf_tools::BCCWrapper::PollPerfBuffer(std::basic_string_view<char, std::char_traits<char> >, int);ebpf::BPFPerfBuffer::poll(int);syscall",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit,/fluent-bit/bin/fluent-bit -c /fluent-bit/etc/fluent-bit.conf,14333,__read;[k] kretprobe_trampoline;[k] ksys_read;[k] vfs_read;[k] security_file_permission;[k] bpf_lsm_file_permission,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-cloud-connector-76b5f8b9c5-flrzh,app,/app/src/vizier/services/cloud_connector/cloud_connector_server,15007,runtime.goexit.abi0;k8s.io/klog/v2.init.0.func1;k8s.io/klog/v2.(*loggingT).flushDaemon;runtime.chanrecv2;runtime.chanrecv;local.runtime.mcall;local.runtime.park_m;local.runtime.schedule;runtime.findRunnable,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-pem-sw42s,pem,/app/src/vizier/services/agent/pem/pem,15022,"std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (px::stirling::StirlingImpl::*)(), px::stirling::StirlingImpl*> > >::~_State_impl();0x00000000079bcd00;execute_native_thread_routine;px::stirling::StirlingImpl::RunCore();px::stirling::SocketTraceConnector::TransferDataImpl(px::stirling::ConnectorContext*);px::stirling::ConnTracker::IterationPostTick();px::stirling::ConnTracker::HandleInactivity();px::stirling::ConnTracker::CheckProcForConnClose();fstatat64;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_newfstatat;[k] vfs_statx;[k] filename_lookup;[k] path_lookupat;[k] link_path_walk;[k] inode_permission;[k] ovl_permission;[k] inode_permission;[k] generic_permission",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit-gke,/fluent-bit-gke-exporter --kubernetes-separator=_ --stackdriver-resource-model=k8s --enable-pod-label-discovery --pod-label-dot-replacement=_ --split-stdout-stderr --stackdriver-timeout=60s --max-inactivity-duration=600s --logtostderr,14611,runtime.goexit.abi0;main.(*Server).Run.func2;gke-logmon/fluent-bit/sinks/stackdriver.(*Sink).LogAndFlush;gke-logmon/fluent-bit/sinks/stackdriver.(*logger).log;cloud.google.com/go/logging.ToLogEntry;cloud.google.com/go/logging.toLogEntryInternal;cloud.google.com/go/logging.toProtoStruct;encoding/json.Unmarshal;encoding/json.checkValid,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,13768,"0x41d589495541f689;__libc_start_main;node::Start(int, char**);node::NodeMainInstance::Run(node::EnvSerializeInfo const*);node::SpinEventLoop(node::Environment*);uv_run;uv__run_timers;node::Environment::RunTimers(uv_timer_s*);node::InternalCallbackScope::~InternalCallbackScope();node::InternalCallbackScope::Close();v8::Function::Call(v8::Local<v8::Context>, v8::Local<v8::Value>, int, v8::Local<v8::Value>*);v8::internal::Execution::Call(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*);v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, v8::internal::(anonymous namespace)::InvokeParams const&);Builtins_JSEntry;Builtins_JSEntryTrampoline;0x00007ff9de8f1b34;0x00007ff9de97647f;0x00007ff9de950cd6;0x00007ff9de9064be;0x00007ff9de92c50f;Builtins_GrowFastSmiOrObjectElements;Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit;v8::internal::Runtime_AllocateInYoungGeneration(int, unsigned long*, v8::internal::Isolate*);v8::internal::Factory::NewFillerObject(int, bool, v8::internal::AllocationType, v8::internal::AllocationOrigin);v8::internal::Heap::AllocateRawWithRetryOrFailSlowPath(int, v8::internal::AllocationType, v8::internal::AllocationOrigin, v8::internal::AllocationAlignment);v8::internal::Heap::CollectGarbage(v8::internal::AllocationSpace, v8::internal::GarbageCollectionReason, v8::GCCallbackFlags);v8::internal::Heap::PerformGarbageCollection(v8::internal::GarbageCollector, v8::GCCallbackFlags) [clone .constprop.1307];v8::internal::Heap::Scavenge();v8::internal::ScavengerCollector::CollectGarbage();v8::platform::DefaultJobHandle::Join();v8::platform::DefaultJobState::Join();v8::internal::ScavengerCollector::JobTask::Run(v8::JobDelegate*);v8::internal::ScavengerCollector::JobTask::ProcessItems(v8::JobDelegate*, v8::internal::Scavenger*);v8::internal::Scavenger::Process(v8::JobDelegate*);void v8::internal::BodyDescriptorBase::IteratePointers<v8::internal::ScavengeVisitor>(v8::internal::HeapObject, int, int, v8::internal::ScavengeVisitor*) [clone .constprop.803];[m] /lib/x86_64-linux-gnu/libc-2.28.so + 0x0015c375",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/kube-dns-b99c7865d-nmd4z,prometheus-to-sd,"/monitor --source=kubedns:http://localhost:10054?whitelisted=probe_kubedns_latency_ms,probe_kubedns_errors,dnsmasq_misses,dnsmasq_hits --stackdriver-prefix=container.googleapis.com/internal/addons --api-override=https://monitoring.googleapis.com/ --pod-id=kube-dns-b99c7865d-nmd4z --namespace-id=kube-system --v=2",14255,runtime.goexit;runtime.systemstack;runtime.bgscavenge.func2;runtime.(*pageAlloc).scavenge;runtime.(*pageAlloc).scavengeReserve,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,15018,0x0a0d312e312f5054;__libc_write;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] sock_write_iter;[k] tcp_sendmsg;[k] release_sock;[k] __release_sock;[k] tcp_v4_do_rcv;[k] tcp_rcv_established;[k] tcp_ack;[k] __kfree_skb;[k] kfree;[k] memcg_slab_free_hook,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,13886,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.serverHandler.ServeHTTP;net/http.(*ServeMux).ServeHTTP;net/http.HandlerFunc.ServeHTTP;main.hello;runtime.convTstring;runtime.memclrNoHeapPointers,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-cloud-connector-76b5f8b9c5-flrzh,app,/app/src/vizier/services/cloud_connector/cloud_connector_server,14864,runtime.goexit.abi0;google.golang.org/grpc/internal/transport.newHTTP2Client.func3;google.golang.org/grpc/internal/transport.(*loopyWriter).run;google.golang.org/grpc/internal/transport.(*loopyWriter).processData;golang.org/x/net/http2.(*Framer).WriteDataPadded;golang.org/x/net/http2.(*Framer).endWrite;local.google.golang.org/grpc/internal/transport.(*bufWriter).Write;google.golang.org/grpc/internal/transport.(*bufWriter).Flush;google.golang.org/grpc/internal/credentials.(*syscallConn).Write;local.crypto/tls.(*Conn).Write;crypto/tls.(*Conn).writeRecordLocked;local.crypto/tls.(*Conn).write;local.net.(*conn).Write;net.(*netFD).Write;local.internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] sock_write_iter;[k] tcp_sendmsg;[k] tcp_sendmsg_locked;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] tcp_event_new_data_sent;[k] tcp_rearm_rto,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/pl-nats-0,pl-nats,nats-server --config /etc/nats-config/nats.conf,14645,runtime.goexit.abi0;github.com/nats-io/nats-server/v2/server.(*Server).createClient.func2;github.com/nats-io/nats-server/v2/server.(*client).writeLoop;sync.(*Cond).Wait;sync.runtime_notifyListWait;runtime.mcall;runtime.park_m;runtime.schedule;runtime.findrunnable;runtime.unlock2,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit-gke,/fluent-bit-gke-exporter --kubernetes-separator=_ --stackdriver-resource-model=k8s --enable-pod-label-discovery --pod-label-dot-replacement=_ --split-stdout-stderr --stackdriver-timeout=60s --max-inactivity-duration=600s --logtostderr,15320,runtime.goexit.abi0;runtime.systemstack.abi0;runtime.gcBgMarkWorker.func2;runtime.gcDrain;runtime.markroot;runtime.markrootBlock;runtime.scanblock;runtime.findObject,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/loadgen-7887ff478c-82pff,loadgen,node main.js,14341,"0x41d589495541f689;__libc_start_main;node::Start(int, char**);node::NodeMainInstance::Run(node::EnvSerializeInfo const*);node::SpinEventLoop(node::Environment*);uv_run;uv__io_poll;uv__async_io.part.1;uv__work_done;node::cares_wrap::(anonymous namespace)::AfterGetAddrInfo(uv_getaddrinfo_s*, int, addrinfo*);node::AsyncWrap::MakeCallback(v8::Local<v8::Function>, int, v8::Local<v8::Value>*);node::AsyncWrap::EmitTraceEventBefore()",1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/gke-metrics-agent-l6dbq,gke-metrics-agent,/otelsvc --config=/conf/gke-metrics-agent-config.yaml --metrics-prefix= --log-profile=prod --log-format=json --metrics-addr=localhost:8200,11233,0x00007ffcdc5df7b0;0x00007ffcdc5df740;runtime.clone;runtime.mstart;runtime.mstart1;runtime.sysmon;runtime.usleep;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __se_sys_nanosleep;[k] do_nanosleep;[k] schedule;[k] __sched_text_start;[k] finish_task_switch;[k] _raw_spin_unlock_irq,3,109547,4,0.0109542
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/gke-metrics-agent-l6dbq,gke-metrics-agent,/otelsvc --config=/conf/gke-metrics-agent-config.yaml --metrics-prefix= --log-profile=prod --log-format=json --metrics-addr=localhost:8200,14295,runtime.goexit;runtime.mcall;runtime.gosched_m;runtime.goschedImpl;runtime.schedule;runtime.findrunnable,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/kelvin-7495f9b9f7-4jmql,app,/app/src/vizier/services/agent/kelvin/kelvin,14794,0x02bc41c589490000;pthread_sigmask,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-pem-sw42s,pem,/app/src/vizier/services/agent/pem/pem,14700,[m] /lib/x86_64-linux-gnu/libc.so.6 + 0x001a0be4,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,15529,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*conn).readRequest;net/http.readRequest;net/textproto.(*Reader).readLineSlice;bufio.(*Reader).ReadLine;bufio.(*Reader).ReadSlice;bufio.(*Reader).fill;net/http.(*connReader).Read;net.(*conn).Read;net.(*netFD).Read;internal/poll.(*FD).Read;syscall.read;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_read;[k] vfs_read,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-pem-sw42s,pem,/app/src/vizier/services/agent/pem/pem,15351,0x2f353232392f636f;open64;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __x64_sys_openat;[k] do_sys_openat2;[k] __alloc_fd;[k] expand_files,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit,/fluent-bit/bin/fluent-bit -c /fluent-bit/etc/fluent-bit.conf,15479,start_thread;flb_lib_worker;flb_engine_start;flb_input_collector_fd;in_systemd_collect;flb_systemd_db_set_cursor;sqlite3_step;sqlite3Step;sqlite3VdbeExec;sqlite3BtreeInsert;btreeOverwriteCell;btreeOverwriteContent;sqlite3PagerWrite;pager_write;pager_open_journal;sqlite3JournalOpen;sqlite3OsOpen;unixOpen;geteuid,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-metadata-0,app,/app/src/vizier/services/metadata/metadata,13784,runtime.goexit.abi0;k8s.io/apimachinery/pkg/watch.NewStreamWatcher.func1;k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive;k8s.io/client-go/rest/watch.(*Decoder).Decode;k8s.io/apimachinery/pkg/runtime.(*WithoutVersionDecoder).Decode;k8s.io/apimachinery/pkg/runtime.WithoutVersionDecoder.Decode;k8s.io/apimachinery/pkg/runtime/serializer/json.(*Serializer).Decode;k8s.io/apimachinery/pkg/runtime/serializer/json.(*SimpleMetaFactory).Interpret;k8s.io/apimachinery/pkg/runtime/serializer/json.SimpleMetaFactory.Interpret;encoding/json.Unmarshal;encoding/json.(*decodeState).unmarshal;encoding/json.(*decodeState).value;encoding/json.(*decodeState).object;encoding/json.(*decodeState).value;encoding/json.(*decodeState).literalStore,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,default,default/hello-7b456c68b8-kdchm,hello,/hello-app,14501,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;bufio.(*Writer).Flush;net/http.checkConnErrorWriter.Write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] sock_write_iter;[k] tcp_sendmsg;[k] tcp_sendmsg_locked;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_irq_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] __netif_receive_skb_one_core;[k] ip_rcv;[k] NF_HOOK;[k] nf_hook_slow;[k] iptable_mangle_hook,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/pl-nats-0,pl-nats,nats-server --config /etc/nats-config/nats.conf,14931,runtime.goexit.abi0;github.com/nats-io/nats-server/v2/server.(*Server).createClient.func2;github.com/nats-io/nats-server/v2/server.(*client).writeLoop;sync.(*Cond).Wait;sync.runtime_notifyListWait;runtime.mcall;runtime.park_m;runtime.schedule;runtime.findrunnable;runtime.epollwait.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] __noinstr_text_start;[k] __x64_sys_epoll_pwait;[k] do_epoll_wait,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/kube-dns-b99c7865d-nmd4z,prometheus-to-sd,"/monitor --source=kubedns:http://localhost:10054?whitelisted=probe_kubedns_latency_ms,probe_kubedns_errors,dnsmasq_misses,dnsmasq_hits --stackdriver-prefix=container.googleapis.com/internal/addons --api-override=https://monitoring.googleapis.com/ --pod-id=kube-dns-b99c7865d-nmd4z --namespace-id=kube-system --v=2",15705,runtime.goexit;net/http.(*http2ClientConn).readLoop;net/http.(*http2clientConnReadLoop).run;net/http.(*http2clientConnReadLoop).processData;bufio.(*Writer).Flush;net/http.(*http2stickyErrWriter).Write;net/http.http2stickyErrWriter.Write;crypto/tls.(*Conn).Write;crypto/tls.(*Conn).writeRecordLocked;crypto/tls.(*Conn).write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.Syscall;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] sock_write_iter;[k] tcp_sendmsg;[k] tcp_sendmsg_locked;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_irq_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] __netif_receive_skb_one_core;[k] ip_rcv;[k] ip_rcv_finish_core;[k] ip_route_input_noref;[k] ip_route_input_rcu,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,pl,pl/vizier-metadata-0,app,/app/src/vizier/services/metadata/metadata,14066,runtime.goexit.abi0;runtime.mcall;runtime.goexit0;runtime.schedule;runtime.findRunnable;runtime.stopm;runtime.notesleep;runtime.futexsleep,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/event-exporter-gke-f66d9f855-spbxj,event-exporter,/event-exporter -sink-opts=-stackdriver-resource-model=new -endpoint=https://logging.googleapis.com -prometheus-endpoint=:8080,14831,runtime.goexit;k8s.io/client-go/tools/cache.(*Reflector).ListAndWatch.func1.1;k8s.io/client-go/tools/pager.(*ListPager).List;k8s.io/client-go/tools/pager.SimplePageFunc.func1;k8s.io/client-go/tools/cache.(*Reflector).ListAndWatch.func1.1.2;k8s.io/client-go/tools/cache.(*ListWatch).List;k8s.io/client-go/tools/pager.(*ListPager).List;k8s.io/client-go/tools/pager.SimplePageFunc.func1;github.com/GoogleCloudPlatform/k8s-stackdriver/event-exporter/watchers/events.NewEventWatcher.func1;github.com/GoogleCloudPlatform/k8s-stackdriver/event-exporter/sinks.Sink.OnList-fm;github.com/GoogleCloudPlatform/k8s-stackdriver/event-exporter/sinks/stackdriver.(*sdSink).OnList;github.com/GoogleCloudPlatform/k8s-stackdriver/event-exporter/sinks/stackdriver.(*sdWriterImpl).Write;github.com/GoogleCloudPlatform/k8s-stackdriver/event-exporter/sinks/stackdriver.sdWriterImpl.Write;runtime.makemap_small;runtime.newobject;runtime.mallocgc;runtime.heapBitsSetType,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/kube-dns-b99c7865d-nmd4z,sidecar,"/sidecar --v=2 --logtostderr --probe=kubedns,127.0.0.1:10053,kubernetes.default.svc.cluster.local,5,SRV --probe=dnsmasq,127.0.0.1:53,kubernetes.default.svc.cluster.local,5,SRV",13688,0x00007fff45f22190;0x0000000200000001;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.notetsleep;runtime.notetsleep_internal;runtime.futexsleep,1,109547,4,0.0036514
Flamegraph,gke-pixiecluster-default-pool-b59132dc-2x5s,kube-system,kube-system/fluentbit-gke-lttnx,fluentbit,/fluent-bit/bin/fluent-bit -c /fluent-bit/etc/fluent-bit.conf,15190,start_thread;flb_lib_worker;flb_engine_start;flb_input_collector_fd;tail_fs_event;in_tail_collect_event;flb_tail_file_chunk;flb_tail_db_file_offset;sqlite3_step;sqlite3Step;sqlite3VdbeExec;vdbeCommit,1,109547,4,0.0036514
